cp	hex	char	name	category	block	script	numeric_type	numeric_value	number_system	number_form	number_role	presentation	ucd_numeric	gradient_family	gradient_kind	gradient_axis	gradient_value	gradient_param	structured_family
30452	U+76F4	直	CJK UNIFIED IDEOGRAPH-76F4	Lo	CJK Unified Ideographs	Han	none						no						
30453	U+76F5	盵	CJK UNIFIED IDEOGRAPH-76F5	Lo	CJK Unified Ideographs	Han	none						no						
30454	U+76F6	盶	CJK UNIFIED IDEOGRAPH-76F6	Lo	CJK Unified Ideographs	Han	none						no						
30455	U+76F7	盷	CJK UNIFIED IDEOGRAPH-76F7	Lo	CJK Unified Ideographs	Han	none						no						
30456	U+76F8	相	CJK UNIFIED IDEOGRAPH-76F8	Lo	CJK Unified Ideographs	Han	none						no						
30457	U+76F9	盹	CJK UNIFIED IDEOGRAPH-76F9	Lo	CJK Unified Ideographs	Han	none						no						
30458	U+76FA	盺	CJK UNIFIED IDEOGRAPH-76FA	Lo	CJK Unified Ideographs	Han	none						no						
30459	U+76FB	盻	CJK UNIFIED IDEOGRAPH-76FB	Lo	CJK Unified Ideographs	Han	none						no						
30460	U+76FC	盼	CJK UNIFIED IDEOGRAPH-76FC	Lo	CJK Unified Ideographs	Han	none						no						
30461	U+76FD	盽	CJK UNIFIED IDEOGRAPH-76FD	Lo	CJK Unified Ideographs	Han	none						no						
30462	U+76FE	盾	CJK UNIFIED IDEOGRAPH-76FE	Lo	CJK Unified Ideographs	Han	none						no						
30463	U+76FF	盿	CJK UNIFIED IDEOGRAPH-76FF	Lo	CJK Unified Ideographs	Han	none						no						
30464	U+7700	眀	CJK UNIFIED IDEOGRAPH-7700	Lo	CJK Unified Ideographs	Han	none						no						
30465	U+7701	省	CJK UNIFIED IDEOGRAPH-7701	Lo	CJK Unified Ideographs	Han	none						no						
30466	U+7702	眂	CJK UNIFIED IDEOGRAPH-7702	Lo	CJK Unified Ideographs	Han	none						no						
30467	U+7703	眃	CJK UNIFIED IDEOGRAPH-7703	Lo	CJK Unified Ideographs	Han	none						no						
30468	U+7704	眄	CJK UNIFIED IDEOGRAPH-7704	Lo	CJK Unified Ideographs	Han	none						no						
30469	U+7705	眅	CJK UNIFIED IDEOGRAPH-7705	Lo	CJK Unified Ideographs	Han	none						no						
30470	U+7706	眆	CJK UNIFIED IDEOGRAPH-7706	Lo	CJK Unified Ideographs	Han	none						no						
30471	U+7707	眇	CJK UNIFIED IDEOGRAPH-7707	Lo	CJK Unified Ideographs	Han	none						no						
30472	U+7708	眈	CJK UNIFIED IDEOGRAPH-7708	Lo	CJK Unified Ideographs	Han	none						no						
30473	U+7709	眉	CJK UNIFIED IDEOGRAPH-7709	Lo	CJK Unified Ideographs	Han	none						no						
30474	U+770A	眊	CJK UNIFIED IDEOGRAPH-770A	Lo	CJK Unified Ideographs	Han	none						no						
30475	U+770B	看	CJK UNIFIED IDEOGRAPH-770B	Lo	CJK Unified Ideographs	Han	none						no						
30476	U+770C	県	CJK UNIFIED IDEOGRAPH-770C	Lo	CJK Unified Ideographs	Han	none						no						
30477	U+770D	眍	CJK UNIFIED IDEOGRAPH-770D	Lo	CJK Unified Ideographs	Han	none						no						
30478	U+770E	眎	CJK UNIFIED IDEOGRAPH-770E	Lo	CJK Unified Ideographs	Han	none						no						
30479	U+770F	眏	CJK UNIFIED IDEOGRAPH-770F	Lo	CJK Unified Ideographs	Han	none						no						
30480	U+7710	眐	CJK UNIFIED IDEOGRAPH-7710	Lo	CJK Unified Ideographs	Han	none						no						
30481	U+7711	眑	CJK UNIFIED IDEOGRAPH-7711	Lo	CJK Unified Ideographs	Han	none						no						
30482	U+7712	眒	CJK UNIFIED IDEOGRAPH-7712	Lo	CJK Unified Ideographs	Han	none						no						
30483	U+7713	眓	CJK UNIFIED IDEOGRAPH-7713	Lo	CJK Unified Ideographs	Han	none						no						
30484	U+7714	眔	CJK UNIFIED IDEOGRAPH-7714	Lo	CJK Unified Ideographs	Han	none						no						
30485	U+7715	眕	CJK UNIFIED IDEOGRAPH-7715	Lo	CJK Unified Ideographs	Han	none						no						
30486	U+7716	眖	CJK UNIFIED IDEOGRAPH-7716	Lo	CJK Unified Ideographs	Han	none						no						
30487	U+7717	眗	CJK UNIFIED IDEOGRAPH-7717	Lo	CJK Unified Ideographs	Han	none						no						
30488	U+7718	眘	CJK UNIFIED IDEOGRAPH-7718	Lo	CJK Unified Ideographs	Han	none						no						
30489	U+7719	眙	CJK UNIFIED IDEOGRAPH-7719	Lo	CJK Unified Ideographs	Han	none						no						
30490	U+771A	眚	CJK UNIFIED IDEOGRAPH-771A	Lo	CJK Unified Ideographs	Han	none						no						
30491	U+771B	眛	CJK UNIFIED IDEOGRAPH-771B	Lo	CJK Unified Ideographs	Han	none						no						
30492	U+771C	眜	CJK UNIFIED IDEOGRAPH-771C	Lo	CJK Unified Ideographs	Han	none						no						
30493	U+771D	眝	CJK UNIFIED IDEOGRAPH-771D	Lo	CJK Unified Ideographs	Han	none						no						
30494	U+771E	眞	CJK UNIFIED IDEOGRAPH-771E	Lo	CJK Unified Ideographs	Han	none						no						
30495	U+771F	真	CJK UNIFIED IDEOGRAPH-771F	Lo	CJK Unified Ideographs	Han	none						no						
30496	U+7720	眠	CJK UNIFIED IDEOGRAPH-7720	Lo	CJK Unified Ideographs	Han	none						no						
30497	U+7721	眡	CJK UNIFIED IDEOGRAPH-7721	Lo	CJK Unified Ideographs	Han	none						no						
30498	U+7722	眢	CJK UNIFIED IDEOGRAPH-7722	Lo	CJK Unified Ideographs	Han	none						no						
30499	U+7723	眣	CJK UNIFIED IDEOGRAPH-7723	Lo	CJK Unified Ideographs	Han	none						no						
30500	U+7724	眤	CJK UNIFIED IDEOGRAPH-7724	Lo	CJK Unified Ideographs	Han	none						no						
30501	U+7725	眥	CJK UNIFIED IDEOGRAPH-7725	Lo	CJK Unified Ideographs	Han	none						no						
30502	U+7726	眦	CJK UNIFIED IDEOGRAPH-7726	Lo	CJK Unified Ideographs	Han	none						no						
30503	U+7727	眧	CJK UNIFIED IDEOGRAPH-7727	Lo	CJK Unified Ideographs	Han	none						no						
30504	U+7728	眨	CJK UNIFIED IDEOGRAPH-7728	Lo	CJK Unified Ideographs	Han	none						no						
30505	U+7729	眩	CJK UNIFIED IDEOGRAPH-7729	Lo	CJK Unified Ideographs	Han	none						no						
30506	U+772A	眪	CJK UNIFIED IDEOGRAPH-772A	Lo	CJK Unified Ideographs	Han	none						no						
30507	U+772B	眫	CJK UNIFIED IDEOGRAPH-772B	Lo	CJK Unified Ideographs	Han	none						no						
30508	U+772C	眬	CJK UNIFIED IDEOGRAPH-772C	Lo	CJK Unified Ideographs	Han	none						no						
30509	U+772D	眭	CJK UNIFIED IDEOGRAPH-772D	Lo	CJK Unified Ideographs	Han	none						no						
30510	U+772E	眮	CJK UNIFIED IDEOGRAPH-772E	Lo	CJK Unified Ideographs	Han	none						no						
30511	U+772F	眯	CJK UNIFIED IDEOGRAPH-772F	Lo	CJK Unified Ideographs	Han	none						no						
30512	U+7730	眰	CJK UNIFIED IDEOGRAPH-7730	Lo	CJK Unified Ideographs	Han	none						no						
30513	U+7731	眱	CJK UNIFIED IDEOGRAPH-7731	Lo	CJK Unified Ideographs	Han	none						no						
30514	U+7732	眲	CJK UNIFIED IDEOGRAPH-7732	Lo	CJK Unified Ideographs	Han	none						no						
30515	U+7733	眳	CJK UNIFIED IDEOGRAPH-7733	Lo	CJK Unified Ideographs	Han	none						no						
30516	U+7734	眴	CJK UNIFIED IDEOGRAPH-7734	Lo	CJK Unified Ideographs	Han	none						no						
30517	U+7735	眵	CJK UNIFIED IDEOGRAPH-7735	Lo	CJK Unified Ideographs	Han	none						no						
30518	U+7736	眶	CJK UNIFIED IDEOGRAPH-7736	Lo	CJK Unified Ideographs	Han	none						no						
30519	U+7737	眷	CJK UNIFIED IDEOGRAPH-7737	Lo	CJK Unified Ideographs	Han	none						no						
30520	U+7738	眸	CJK UNIFIED IDEOGRAPH-7738	Lo	CJK Unified Ideographs	Han	none						no						
30521	U+7739	眹	CJK UNIFIED IDEOGRAPH-7739	Lo	CJK Unified Ideographs	Han	none						no						
30522	U+773A	眺	CJK UNIFIED IDEOGRAPH-773A	Lo	CJK Unified Ideographs	Han	none						no						
30523	U+773B	眻	CJK UNIFIED IDEOGRAPH-773B	Lo	CJK Unified Ideographs	Han	none						no						
30524	U+773C	眼	CJK UNIFIED IDEOGRAPH-773C	Lo	CJK Unified Ideographs	Han	none						no						
30525	U+773D	眽	CJK UNIFIED IDEOGRAPH-773D	Lo	CJK Unified Ideographs	Han	none						no						
30526	U+773E	眾	CJK UNIFIED IDEOGRAPH-773E	Lo	CJK Unified Ideographs	Han	none						no						
30527	U+773F	眿	CJK UNIFIED IDEOGRAPH-773F	Lo	CJK Unified Ideographs	Han	none						no						
30528	U+7740	着	CJK UNIFIED IDEOGRAPH-7740	Lo	CJK Unified Ideographs	Han	none						no						
30529	U+7741	睁	CJK UNIFIED IDEOGRAPH-7741	Lo	CJK Unified Ideographs	Han	none						no						
30530	U+7742	睂	CJK UNIFIED IDEOGRAPH-7742	Lo	CJK Unified Ideographs	Han	none						no						
30531	U+7743	睃	CJK UNIFIED IDEOGRAPH-7743	Lo	CJK Unified Ideographs	Han	none						no						
30532	U+7744	睄	CJK UNIFIED IDEOGRAPH-7744	Lo	CJK Unified Ideographs	Han	none						no						
30533	U+7745	睅	CJK UNIFIED IDEOGRAPH-7745	Lo	CJK Unified Ideographs	Han	none						no						
30534	U+7746	睆	CJK UNIFIED IDEOGRAPH-7746	Lo	CJK Unified Ideographs	Han	none						no						
30535	U+7747	睇	CJK UNIFIED IDEOGRAPH-7747	Lo	CJK Unified Ideographs	Han	none						no						
30536	U+7748	睈	CJK UNIFIED IDEOGRAPH-7748	Lo	CJK Unified Ideographs	Han	none						no						
30537	U+7749	睉	CJK UNIFIED IDEOGRAPH-7749	Lo	CJK Unified Ideographs	Han	none						no						
30538	U+774A	睊	CJK UNIFIED IDEOGRAPH-774A	Lo	CJK Unified Ideographs	Han	none						no						
30539	U+774B	睋	CJK UNIFIED IDEOGRAPH-774B	Lo	CJK Unified Ideographs	Han	none						no						
30540	U+774C	睌	CJK UNIFIED IDEOGRAPH-774C	Lo	CJK Unified Ideographs	Han	none						no						
30541	U+774D	睍	CJK UNIFIED IDEOGRAPH-774D	Lo	CJK Unified Ideographs	Han	none						no						
30542	U+774E	睎	CJK UNIFIED IDEOGRAPH-774E	Lo	CJK Unified Ideographs	Han	none						no						
30543	U+774F	睏	CJK UNIFIED IDEOGRAPH-774F	Lo	CJK Unified Ideographs	Han	none						no						
30544	U+7750	睐	CJK UNIFIED IDEOGRAPH-7750	Lo	CJK Unified Ideographs	Han	none						no						
30545	U+7751	睑	CJK UNIFIED IDEOGRAPH-7751	Lo	CJK Unified Ideographs	Han	none						no						
30546	U+7752	睒	CJK UNIFIED IDEOGRAPH-7752	Lo	CJK Unified Ideographs	Han	none						no						
30547	U+7753	睓	CJK UNIFIED IDEOGRAPH-7753	Lo	CJK Unified Ideographs	Han	none						no						
30548	U+7754	睔	CJK UNIFIED IDEOGRAPH-7754	Lo	CJK Unified Ideographs	Han	none						no						
30549	U+7755	睕	CJK UNIFIED IDEOGRAPH-7755	Lo	CJK Unified Ideographs	Han	none						no						
30550	U+7756	睖	CJK UNIFIED IDEOGRAPH-7756	Lo	CJK Unified Ideographs	Han	none						no						
30551	U+7757	睗	CJK UNIFIED IDEOGRAPH-7757	Lo	CJK Unified Ideographs	Han	none						no						
30552	U+7758	睘	CJK UNIFIED IDEOGRAPH-7758	Lo	CJK Unified Ideographs	Han	none						no						
30553	U+7759	睙	CJK UNIFIED IDEOGRAPH-7759	Lo	CJK Unified Ideographs	Han	none						no						
30554	U+775A	睚	CJK UNIFIED IDEOGRAPH-775A	Lo	CJK Unified Ideographs	Han	none						no						
30555	U+775B	睛	CJK UNIFIED IDEOGRAPH-775B	Lo	CJK Unified Ideographs	Han	none						no						
30556	U+775C	睜	CJK UNIFIED IDEOGRAPH-775C	Lo	CJK Unified Ideographs	Han	none						no						
30557	U+775D	睝	CJK UNIFIED IDEOGRAPH-775D	Lo	CJK Unified Ideographs	Han	none						no						
30558	U+775E	睞	CJK UNIFIED IDEOGRAPH-775E	Lo	CJK Unified Ideographs	Han	none						no						
30559	U+775F	睟	CJK UNIFIED IDEOGRAPH-775F	Lo	CJK Unified Ideographs	Han	none						no						
30560	U+7760	睠	CJK UNIFIED IDEOGRAPH-7760	Lo	CJK Unified Ideographs	Han	none						no						
30561	U+7761	睡	CJK UNIFIED IDEOGRAPH-7761	Lo	CJK Unified Ideographs	Han	none						no						
30562	U+7762	睢	CJK UNIFIED IDEOGRAPH-7762	Lo	CJK Unified Ideographs	Han	none						no						
30563	U+7763	督	CJK UNIFIED IDEOGRAPH-7763	Lo	CJK Unified Ideographs	Han	none						no						
30564	U+7764	睤	CJK UNIFIED IDEOGRAPH-7764	Lo	CJK Unified Ideographs	Han	none						no						
30565	U+7765	睥	CJK UNIFIED IDEOGRAPH-7765	Lo	CJK Unified Ideographs	Han	none						no						
30566	U+7766	睦	CJK UNIFIED IDEOGRAPH-7766	Lo	CJK Unified Ideographs	Han	none						no						
30567	U+7767	睧	CJK UNIFIED IDEOGRAPH-7767	Lo	CJK Unified Ideographs	Han	none						no						
30568	U+7768	睨	CJK UNIFIED IDEOGRAPH-7768	Lo	CJK Unified Ideographs	Han	none						no						
30569	U+7769	睩	CJK UNIFIED IDEOGRAPH-7769	Lo	CJK Unified Ideographs	Han	none						no						
30570	U+776A	睪	CJK UNIFIED IDEOGRAPH-776A	Lo	CJK Unified Ideographs	Han	none						no						
30571	U+776B	睫	CJK UNIFIED IDEOGRAPH-776B	Lo	CJK Unified Ideographs	Han	none						no						
30572	U+776C	睬	CJK UNIFIED IDEOGRAPH-776C	Lo	CJK Unified Ideographs	Han	none						no						
30573	U+776D	睭	CJK UNIFIED IDEOGRAPH-776D	Lo	CJK Unified Ideographs	Han	none						no						
30574	U+776E	睮	CJK UNIFIED IDEOGRAPH-776E	Lo	CJK Unified Ideographs	Han	none						no						
30575	U+776F	睯	CJK UNIFIED IDEOGRAPH-776F	Lo	CJK Unified Ideographs	Han	none						no						
30576	U+7770	睰	CJK UNIFIED IDEOGRAPH-7770	Lo	CJK Unified Ideographs	Han	none						no						
30577	U+7771	睱	CJK UNIFIED IDEOGRAPH-7771	Lo	CJK Unified Ideographs	Han	none						no						
30578	U+7772	睲	CJK UNIFIED IDEOGRAPH-7772	Lo	CJK Unified Ideographs	Han	none						no						
30579	U+7773	睳	CJK UNIFIED IDEOGRAPH-7773	Lo	CJK Unified Ideographs	Han	none						no						
30580	U+7774	睴	CJK UNIFIED IDEOGRAPH-7774	Lo	CJK Unified Ideographs	Han	none						no						
30581	U+7775	睵	CJK UNIFIED IDEOGRAPH-7775	Lo	CJK Unified Ideographs	Han	none						no						
30582	U+7776	睶	CJK UNIFIED IDEOGRAPH-7776	Lo	CJK Unified Ideographs	Han	none						no						
30583	U+7777	睷	CJK UNIFIED IDEOGRAPH-7777	Lo	CJK Unified Ideographs	Han	none						no						
30584	U+7778	睸	CJK UNIFIED IDEOGRAPH-7778	Lo	CJK Unified Ideographs	Han	none						no						
30585	U+7779	睹	CJK UNIFIED IDEOGRAPH-7779	Lo	CJK Unified Ideographs	Han	none						no						
30586	U+777A	睺	CJK UNIFIED IDEOGRAPH-777A	Lo	CJK Unified Ideographs	Han	none						no						
30587	U+777B	睻	CJK UNIFIED IDEOGRAPH-777B	Lo	CJK Unified Ideographs	Han	none						no						
30588	U+777C	睼	CJK UNIFIED IDEOGRAPH-777C	Lo	CJK Unified Ideographs	Han	none						no						
30589	U+777D	睽	CJK UNIFIED IDEOGRAPH-777D	Lo	CJK Unified Ideographs	Han	none						no						
30590	U+777E	睾	CJK UNIFIED IDEOGRAPH-777E	Lo	CJK Unified Ideographs	Han	none						no						
30591	U+777F	睿	CJK UNIFIED IDEOGRAPH-777F	Lo	CJK Unified Ideographs	Han	none						no						
30592	U+7780	瞀	CJK UNIFIED IDEOGRAPH-7780	Lo	CJK Unified Ideographs	Han	none						no						
30593	U+7781	瞁	CJK UNIFIED IDEOGRAPH-7781	Lo	CJK Unified Ideographs	Han	none						no						
30594	U+7782	瞂	CJK UNIFIED IDEOGRAPH-7782	Lo	CJK Unified Ideographs	Han	none						no						
30595	U+7783	瞃	CJK UNIFIED IDEOGRAPH-7783	Lo	CJK Unified Ideographs	Han	none						no						
30596	U+7784	瞄	CJK UNIFIED IDEOGRAPH-7784	Lo	CJK Unified Ideographs	Han	none						no						
30597	U+7785	瞅	CJK UNIFIED IDEOGRAPH-7785	Lo	CJK Unified Ideographs	Han	none						no						
30598	U+7786	瞆	CJK UNIFIED IDEOGRAPH-7786	Lo	CJK Unified Ideographs	Han	none						no						
30599	U+7787	瞇	CJK UNIFIED IDEOGRAPH-7787	Lo	CJK Unified Ideographs	Han	none						no						
30600	U+7788	瞈	CJK UNIFIED IDEOGRAPH-7788	Lo	CJK Unified Ideographs	Han	none						no						
30601	U+7789	瞉	CJK UNIFIED IDEOGRAPH-7789	Lo	CJK Unified Ideographs	Han	none						no						
30602	U+778A	瞊	CJK UNIFIED IDEOGRAPH-778A	Lo	CJK Unified Ideographs	Han	none						no						
30603	U+778B	瞋	CJK UNIFIED IDEOGRAPH-778B	Lo	CJK Unified Ideographs	Han	none						no						
30604	U+778C	瞌	CJK UNIFIED IDEOGRAPH-778C	Lo	CJK Unified Ideographs	Han	none						no						
30605	U+778D	瞍	CJK UNIFIED IDEOGRAPH-778D	Lo	CJK Unified Ideographs	Han	none						no						
30606	U+778E	瞎	CJK UNIFIED IDEOGRAPH-778E	Lo	CJK Unified Ideographs	Han	none						no						
30607	U+778F	瞏	CJK UNIFIED IDEOGRAPH-778F	Lo	CJK Unified Ideographs	Han	none						no						
30608	U+7790	瞐	CJK UNIFIED IDEOGRAPH-7790	Lo	CJK Unified Ideographs	Han	none						no						
30609	U+7791	瞑	CJK UNIFIED IDEOGRAPH-7791	Lo	CJK Unified Ideographs	Han	none						no						
30610	U+7792	瞒	CJK UNIFIED IDEOGRAPH-7792	Lo	CJK Unified Ideographs	Han	none						no						
30611	U+7793	瞓	CJK UNIFIED IDEOGRAPH-7793	Lo	CJK Unified Ideographs	Han	none						no						
30612	U+7794	瞔	CJK UNIFIED IDEOGRAPH-7794	Lo	CJK Unified Ideographs	Han	none						no						
30613	U+7795	瞕	CJK UNIFIED IDEOGRAPH-7795	Lo	CJK Unified Ideographs	Han	none						no						
30614	U+7796	瞖	CJK UNIFIED IDEOGRAPH-7796	Lo	CJK Unified Ideographs	Han	none						no						
30615	U+7797	瞗	CJK UNIFIED IDEOGRAPH-7797	Lo	CJK Unified Ideographs	Han	none						no						
30616	U+7798	瞘	CJK UNIFIED IDEOGRAPH-7798	Lo	CJK Unified Ideographs	Han	none						no						
30617	U+7799	瞙	CJK UNIFIED IDEOGRAPH-7799	Lo	CJK Unified Ideographs	Han	none						no						
30618	U+779A	瞚	CJK UNIFIED IDEOGRAPH-779A	Lo	CJK Unified Ideographs	Han	none						no						
30619	U+779B	瞛	CJK UNIFIED IDEOGRAPH-779B	Lo	CJK Unified Ideographs	Han	none						no						
30620	U+779C	瞜	CJK UNIFIED IDEOGRAPH-779C	Lo	CJK Unified Ideographs	Han	none						no						
30621	U+779D	瞝	CJK UNIFIED IDEOGRAPH-779D	Lo	CJK Unified Ideographs	Han	none						no						
30622	U+779E	瞞	CJK UNIFIED IDEOGRAPH-779E	Lo	CJK Unified Ideographs	Han	none						no						
30623	U+779F	瞟	CJK UNIFIED IDEOGRAPH-779F	Lo	CJK Unified Ideographs	Han	none						no						
30624	U+77A0	瞠	CJK UNIFIED IDEOGRAPH-77A0	Lo	CJK Unified Ideographs	Han	none						no						
30625	U+77A1	瞡	CJK UNIFIED IDEOGRAPH-77A1	Lo	CJK Unified Ideographs	Han	none						no						
30626	U+77A2	瞢	CJK UNIFIED IDEOGRAPH-77A2	Lo	CJK Unified Ideographs	Han	none						no						
30627	U+77A3	瞣	CJK UNIFIED IDEOGRAPH-77A3	Lo	CJK Unified Ideographs	Han	none						no						
30628	U+77A4	瞤	CJK UNIFIED IDEOGRAPH-77A4	Lo	CJK Unified Ideographs	Han	none						no						
30629	U+77A5	瞥	CJK UNIFIED IDEOGRAPH-77A5	Lo	CJK Unified Ideographs	Han	none						no						
30630	U+77A6	瞦	CJK UNIFIED IDEOGRAPH-77A6	Lo	CJK Unified Ideographs	Han	none						no						
30631	U+77A7	瞧	CJK UNIFIED IDEOGRAPH-77A7	Lo	CJK Unified Ideographs	Han	none						no						
30632	U+77A8	瞨	CJK UNIFIED IDEOGRAPH-77A8	Lo	CJK Unified Ideographs	Han	none						no						
30633	U+77A9	瞩	CJK UNIFIED IDEOGRAPH-77A9	Lo	CJK Unified Ideographs	Han	none						no						
30634	U+77AA	瞪	CJK UNIFIED IDEOGRAPH-77AA	Lo	CJK Unified Ideographs	Han	none						no						
30635	U+77AB	瞫	CJK UNIFIED IDEOGRAPH-77AB	Lo	CJK Unified Ideographs	Han	none						no						
30636	U+77AC	瞬	CJK UNIFIED IDEOGRAPH-77AC	Lo	CJK Unified Ideographs	Han	none						no						
30637	U+77AD	瞭	CJK UNIFIED IDEOGRAPH-77AD	Lo	CJK Unified Ideographs	Han	none						no						
30638	U+77AE	瞮	CJK UNIFIED IDEOGRAPH-77AE	Lo	CJK Unified Ideographs	Han	none						no						
30639	U+77AF	瞯	CJK UNIFIED IDEOGRAPH-77AF	Lo	CJK Unified Ideographs	Han	none						no						
30640	U+77B0	瞰	CJK UNIFIED IDEOGRAPH-77B0	Lo	CJK Unified Ideographs	Han	none						no						
30641	U+77B1	瞱	CJK UNIFIED IDEOGRAPH-77B1	Lo	CJK Unified Ideographs	Han	none						no						
30642	U+77B2	瞲	CJK UNIFIED IDEOGRAPH-77B2	Lo	CJK Unified Ideographs	Han	none						no						
30643	U+77B3	瞳	CJK UNIFIED IDEOGRAPH-77B3	Lo	CJK Unified Ideographs	Han	none						no						
30644	U+77B4	瞴	CJK UNIFIED IDEOGRAPH-77B4	Lo	CJK Unified Ideographs	Han	none						no						
30645	U+77B5	瞵	CJK UNIFIED IDEOGRAPH-77B5	Lo	CJK Unified Ideographs	Han	none						no						
30646	U+77B6	瞶	CJK UNIFIED IDEOGRAPH-77B6	Lo	CJK Unified Ideographs	Han	none						no						
30647	U+77B7	瞷	CJK UNIFIED IDEOGRAPH-77B7	Lo	CJK Unified Ideographs	Han	none						no						
30648	U+77B8	瞸	CJK UNIFIED IDEOGRAPH-77B8	Lo	CJK Unified Ideographs	Han	none						no						
30649	U+77B9	瞹	CJK UNIFIED IDEOGRAPH-77B9	Lo	CJK Unified Ideographs	Han	none						no						
30650	U+77BA	瞺	CJK UNIFIED IDEOGRAPH-77BA	Lo	CJK Unified Ideographs	Han	none						no						
30651	U+77BB	瞻	CJK UNIFIED IDEOGRAPH-77BB	Lo	CJK Unified Ideographs	Han	none						no						
30652	U+77BC	瞼	CJK UNIFIED IDEOGRAPH-77BC	Lo	CJK Unified Ideographs	Han	none						no						
30653	U+77BD	瞽	CJK UNIFIED IDEOGRAPH-77BD	Lo	CJK Unified Ideographs	Han	none						no						
30654	U+77BE	瞾	CJK UNIFIED IDEOGRAPH-77BE	Lo	CJK Unified Ideographs	Han	none						no						
30655	U+77BF	瞿	CJK UNIFIED IDEOGRAPH-77BF	Lo	CJK Unified Ideographs	Han	none						no						
30656	U+77C0	矀	CJK UNIFIED IDEOGRAPH-77C0	Lo	CJK Unified Ideographs	Han	none						no						
30657	U+77C1	矁	CJK UNIFIED IDEOGRAPH-77C1	Lo	CJK Unified Ideographs	Han	none						no						
30658	U+77C2	矂	CJK UNIFIED IDEOGRAPH-77C2	Lo	CJK Unified Ideographs	Han	none						no						
30659	U+77C3	矃	CJK UNIFIED IDEOGRAPH-77C3	Lo	CJK Unified Ideographs	Han	none						no						
30660	U+77C4	矄	CJK UNIFIED IDEOGRAPH-77C4	Lo	CJK Unified Ideographs	Han	none						no						
30661	U+77C5	矅	CJK UNIFIED IDEOGRAPH-77C5	Lo	CJK Unified Ideographs	Han	none						no						
30662	U+77C6	矆	CJK UNIFIED IDEOGRAPH-77C6	Lo	CJK Unified Ideographs	Han	none						no						
30663	U+77C7	矇	CJK UNIFIED IDEOGRAPH-77C7	Lo	CJK Unified Ideographs	Han	none						no						
30664	U+77C8	矈	CJK UNIFIED IDEOGRAPH-77C8	Lo	CJK Unified Ideographs	Han	none						no						
30665	U+77C9	矉	CJK UNIFIED IDEOGRAPH-77C9	Lo	CJK Unified Ideographs	Han	none						no						
30666	U+77CA	矊	CJK UNIFIED IDEOGRAPH-77CA	Lo	CJK Unified Ideographs	Han	none						no						
30667	U+77CB	矋	CJK UNIFIED IDEOGRAPH-77CB	Lo	CJK Unified Ideographs	Han	none						no						
30668	U+77CC	矌	CJK UNIFIED IDEOGRAPH-77CC	Lo	CJK Unified Ideographs	Han	none						no						
30669	U+77CD	矍	CJK UNIFIED IDEOGRAPH-77CD	Lo	CJK Unified Ideographs	Han	none						no						
30670	U+77CE	矎	CJK UNIFIED IDEOGRAPH-77CE	Lo	CJK Unified Ideographs	Han	none						no						
30671	U+77CF	矏	CJK UNIFIED IDEOGRAPH-77CF	Lo	CJK Unified Ideographs	Han	none						no						
30672	U+77D0	矐	CJK UNIFIED IDEOGRAPH-77D0	Lo	CJK Unified Ideographs	Han	none						no						
30673	U+77D1	矑	CJK UNIFIED IDEOGRAPH-77D1	Lo	CJK Unified Ideographs	Han	none						no						
30674	U+77D2	矒	CJK UNIFIED IDEOGRAPH-77D2	Lo	CJK Unified Ideographs	Han	none						no						
30675	U+77D3	矓	CJK UNIFIED IDEOGRAPH-77D3	Lo	CJK Unified Ideographs	Han	none						no						
30676	U+77D4	矔	CJK UNIFIED IDEOGRAPH-77D4	Lo	CJK Unified Ideographs	Han	none						no						
30677	U+77D5	矕	CJK UNIFIED IDEOGRAPH-77D5	Lo	CJK Unified Ideographs	Han	none						no						
30678	U+77D6	矖	CJK UNIFIED IDEOGRAPH-77D6	Lo	CJK Unified Ideographs	Han	none						no						
30679	U+77D7	矗	CJK UNIFIED IDEOGRAPH-77D7	Lo	CJK Unified Ideographs	Han	none						no						
30680	U+77D8	矘	CJK UNIFIED IDEOGRAPH-77D8	Lo	CJK Unified Ideographs	Han	none						no						
30681	U+77D9	矙	CJK UNIFIED IDEOGRAPH-77D9	Lo	CJK Unified Ideographs	Han	none						no						
30682	U+77DA	矚	CJK UNIFIED IDEOGRAPH-77DA	Lo	CJK Unified Ideographs	Han	none						no						
30683	U+77DB	矛	CJK UNIFIED IDEOGRAPH-77DB	Lo	CJK Unified Ideographs	Han	none						no						
30684	U+77DC	矜	CJK UNIFIED IDEOGRAPH-77DC	Lo	CJK Unified Ideographs	Han	none						no						
30685	U+77DD	矝	CJK UNIFIED IDEOGRAPH-77DD	Lo	CJK Unified Ideographs	Han	none						no						
30686	U+77DE	矞	CJK UNIFIED IDEOGRAPH-77DE	Lo	CJK Unified Ideographs	Han	none						no						
30687	U+77DF	矟	CJK UNIFIED IDEOGRAPH-77DF	Lo	CJK Unified Ideographs	Han	none						no						
30688	U+77E0	矠	CJK UNIFIED IDEOGRAPH-77E0	Lo	CJK Unified Ideographs	Han	none						no						
30689	U+77E1	矡	CJK UNIFIED IDEOGRAPH-77E1	Lo	CJK Unified Ideographs	Han	none						no						
30690	U+77E2	矢	CJK UNIFIED IDEOGRAPH-77E2	Lo	CJK Unified Ideographs	Han	none						no						
30691	U+77E3	矣	CJK UNIFIED IDEOGRAPH-77E3	Lo	CJK Unified Ideographs	Han	none						no						
