cp	hex	char	block	preferred	used_face	n_fonts	preferred_has_native	alt_fonts
31048	U+7948	祈	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31049	U+7949	祉	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31050	U+794A	祊	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31051	U+794B	祋	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31052	U+794C	祌	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31053	U+794D	祍	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	5	yes	Arial Unicode MS|Songti SC|Hiragino Sans GB|Heiti SC
31054	U+794E	祎	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31055	U+794F	祏	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31056	U+7950	祐	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31057	U+7951	祑	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31058	U+7952	祒	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31059	U+7953	祓	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31060	U+7954	祔	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31061	U+7955	祕	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31062	U+7956	祖	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31063	U+7957	祗	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31064	U+7958	祘	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31065	U+7959	祙	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31066	U+795A	祚	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31067	U+795B	祛	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31068	U+795C	祜	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31069	U+795D	祝	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31070	U+795E	神	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31071	U+795F	祟	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31072	U+7960	祠	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31073	U+7961	祡	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31074	U+7962	祢	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31075	U+7963	祣	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31076	U+7964	祤	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31077	U+7965	祥	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31078	U+7966	祦	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31079	U+7967	祧	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31080	U+7968	票	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31081	U+7969	祩	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31082	U+796A	祪	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31083	U+796B	祫	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31084	U+796C	祬	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31085	U+796D	祭	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31086	U+796E	祮	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31087	U+796F	祯	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31088	U+7970	祰	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31089	U+7971	祱	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31090	U+7972	祲	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31091	U+7973	祳	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31092	U+7974	祴	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31093	U+7975	祵	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31094	U+7976	祶	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31095	U+7977	祷	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31096	U+7978	祸	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31097	U+7979	祹	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31098	U+797A	祺	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31099	U+797B	祻	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31100	U+797C	祼	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31101	U+797D	祽	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31102	U+797E	祾	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31103	U+797F	祿	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31104	U+7980	禀	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31105	U+7981	禁	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31106	U+7982	禂	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31107	U+7983	禃	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31108	U+7984	禄	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31109	U+7985	禅	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31110	U+7986	禆	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31111	U+7987	禇	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31112	U+7988	禈	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31113	U+7989	禉	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31114	U+798A	禊	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31115	U+798B	禋	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31116	U+798C	禌	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31117	U+798D	禍	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31118	U+798E	禎	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31119	U+798F	福	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31120	U+7990	禐	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31121	U+7991	禑	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31122	U+7992	禒	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31123	U+7993	禓	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31124	U+7994	禔	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31125	U+7995	禕	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31126	U+7996	禖	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31127	U+7997	禗	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31128	U+7998	禘	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31129	U+7999	禙	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31130	U+799A	禚	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31131	U+799B	禛	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31132	U+799C	禜	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31133	U+799D	禝	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31134	U+799E	禞	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31135	U+799F	禟	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31136	U+79A0	禠	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31137	U+79A1	禡	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31138	U+79A2	禢	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31139	U+79A3	禣	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	5	yes	Arial Unicode MS|Songti SC|Hiragino Sans GB|Heiti SC
31140	U+79A4	禤	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31141	U+79A5	禥	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31142	U+79A6	禦	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31143	U+79A7	禧	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31144	U+79A8	禨	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31145	U+79A9	禩	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31146	U+79AA	禪	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31147	U+79AB	禫	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31148	U+79AC	禬	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31149	U+79AD	禭	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31150	U+79AE	禮	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31151	U+79AF	禯	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31152	U+79B0	禰	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31153	U+79B1	禱	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31154	U+79B2	禲	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31155	U+79B3	禳	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31156	U+79B4	禴	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31157	U+79B5	禵	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31158	U+79B6	禶	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31159	U+79B7	禷	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31160	U+79B8	禸	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31161	U+79B9	禹	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31162	U+79BA	禺	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	9	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31163	U+79BB	离	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31164	U+79BC	禼	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31165	U+79BD	禽	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31166	U+79BE	禾	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31167	U+79BF	禿	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31168	U+79C0	秀	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31169	U+79C1	私	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
31170	U+79C2	秂	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31171	U+79C3	秃	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31172	U+79C4	秄	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31173	U+79C5	秅	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31174	U+79C6	秆	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31175	U+79C7	秇	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31176	U+79C8	秈	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	8	yes	Arial Unicode MS|Songti SC|PingFang HK|PingFang MO|PingFang TC|Hiragino Sans GB|Heiti SC
31177	U+79C9	秉	CJK Unified Ideographs	PingFang SC	PingFang SC Regular	10	yes	Arial Unicode MS|Songti SC|Hiragino Sans|PingFang HK|PingFang MO|PingFang TC|AppleGothic|Hiragino Sans GB|Heiti SC
