cp	hex	char	utf8_bytes	o200k_base_n	o200k_base_ids	o200k_base_rt	o200k_base_bucket	o200k_harmony_n	o200k_harmony_ids	o200k_harmony_rt	o200k_harmony_bucket	cl100k_base_n	cl100k_base_ids	cl100k_base_rt	cl100k_base_bucket	r50k_base_n	r50k_base_ids	r50k_base_rt	r50k_base_bucket	llama32_n	llama32_ids	llama32_rt	llama32_bucket	claude_xenova_n	claude_xenova_ids	claude_xenova_rt	claude_xenova_bucket
222	U+00DE	Þ	2	1	7860	yes	single-token	1	7860	yes	single-token	2	127,252	yes	byte-ish	2	127,252	yes	byte-ish	2	128000,114587	yes	byte-ish	2	132,257	yes	byte-ish
223	U+00DF	ß	2	1	2819	yes	single-token	1	2819	yes	single-token	1	8156	yes	single-token	1	39683	yes	single-token	2	128000,8156	yes	byte-ish	1	10196	yes	single-token
224	U+00E0	à	2	1	708	yes	single-token	1	708	yes	single-token	1	6496	yes	single-token	1	24247	yes	single-token	2	128000,6496	yes	byte-ish	1	11905	yes	single-token
225	U+00E1	á	2	1	449	yes	single-token	1	449	yes	single-token	1	1995	yes	single-token	1	6557	yes	single-token	2	128000,1995	yes	byte-ish	1	2273	yes	single-token
226	U+00E2	â	2	1	1842	yes	single-token	1	1842	yes	single-token	1	9011	yes	single-token	1	22940	yes	single-token	2	128000,9011	yes	byte-ish	1	8708	yes	single-token
227	U+00E3	ã	2	1	825	yes	single-token	1	825	yes	single-token	1	3282	yes	single-token	1	26102	yes	single-token	2	128000,3282	yes	byte-ish	1	2779	yes	single-token
228	U+00E4	ä	2	1	450	yes	single-token	1	450	yes	single-token	1	2357	yes	single-token	1	11033	yes	single-token	2	128000,2357	yes	byte-ish	1	2657	yes	single-token
229	U+00E5	å	2	1	592	yes	single-token	1	592	yes	single-token	1	3870	yes	single-token	1	29090	yes	single-token	2	128000,3870	yes	byte-ish	1	5056	yes	single-token
230	U+00E6	æ	2	1	1020	yes	single-token	1	1020	yes	single-token	1	9371	yes	single-token	1	21241	yes	single-token	2	128000,9371	yes	byte-ish	1	13094	yes	single-token
231	U+00E7	ç	2	1	704	yes	single-token	1	704	yes	single-token	1	3209	yes	single-token	1	16175	yes	single-token	2	128000,3209	yes	byte-ish	1	3324	yes	single-token
232	U+00E8	è	2	1	957	yes	single-token	1	957	yes	single-token	1	4558	yes	single-token	1	14064	yes	single-token	2	128000,4558	yes	byte-ish	1	5642	yes	single-token
233	U+00E9	é	2	1	377	yes	single-token	1	377	yes	single-token	1	978	yes	single-token	1	2634	yes	single-token	2	128000,978	yes	byte-ish	1	1222	yes	single-token
234	U+00EA	ê	2	1	1172	yes	single-token	1	1172	yes	single-token	1	5615	yes	single-token	1	25792	yes	single-token	2	128000,5615	yes	byte-ish	1	5722	yes	single-token
235	U+00EB	ë	2	1	1730	yes	single-token	1	1730	yes	single-token	1	12456	yes	single-token	1	26689	yes	single-token	2	128000,12456	yes	byte-ish	1	32561	yes	single-token
236	U+00EC	ì	2	1	3790	yes	single-token	1	3790	yes	single-token	1	24439	yes	single-token	2	127,105	yes	byte-ish	2	128000,24439	yes	byte-ish	1	47969	yes	single-token
237	U+00ED	í	2	1	556	yes	single-token	1	556	yes	single-token	1	2483	yes	single-token	1	8836	yes	single-token	2	128000,2483	yes	byte-ish	1	2843	yes	single-token
238	U+00EE	î	2	1	2687	yes	single-token	1	2687	yes	single-token	1	25108	yes	single-token	1	34803	yes	single-token	2	128000,25108	yes	byte-ish	1	20358	yes	single-token
239	U+00EF	ï	2	1	9954	yes	single-token	1	9954	yes	single-token	1	38672	yes	single-token	1	26884	yes	single-token	2	128000,38672	yes	byte-ish	1	33350	yes	single-token
240	U+00F0	ð	2	1	707	yes	single-token	1	707	yes	single-token	1	68800	yes	single-token	1	27214	yes	single-token	2	128000,68800	yes	byte-ish	1	25488	yes	single-token
241	U+00F1	ñ	2	1	1871	yes	single-token	1	1871	yes	single-token	1	5771	yes	single-token	1	12654	yes	single-token	2	128000,5771	yes	byte-ish	1	7954	yes	single-token
242	U+00F2	ò	2	1	3088	yes	single-token	1	3088	yes	single-token	1	22980	yes	single-token	2	127,110	yes	byte-ish	2	128000,22980	yes	byte-ish	1	57257	yes	single-token
243	U+00F3	ó	2	1	531	yes	single-token	1	531	yes	single-token	1	1832	yes	single-token	1	10205	yes	single-token	2	128000,1832	yes	byte-ish	1	3024	yes	single-token
244	U+00F4	ô	2	1	2111	yes	single-token	1	2111	yes	single-token	1	9769	yes	single-token	1	27083	yes	single-token	2	128000,9769	yes	byte-ish	1	11402	yes	single-token
245	U+00F5	õ	2	1	1178	yes	single-token	1	1178	yes	single-token	1	11399	yes	single-token	2	127,113	yes	byte-ish	2	128000,11399	yes	byte-ish	1	9565	yes	single-token
246	U+00F6	ö	2	1	573	yes	single-token	1	573	yes	single-token	1	3029	yes	single-token	1	9101	yes	single-token	2	128000,3029	yes	byte-ish	1	3678	yes	single-token
247	U+00F7	÷	2	1	131217	yes	single-token	1	131217	yes	single-token	2	127,115	yes	byte-ish	2	127,115	yes	byte-ish	2	128000,123052	yes	byte-ish	2	132,120	yes	byte-ish
248	U+00F8	ø	2	1	925	yes	single-token	1	925	yes	single-token	1	6282	yes	single-token	1	24172	yes	single-token	2	128000,6282	yes	byte-ish	1	13812	yes	single-token
249	U+00F9	ù	2	1	3702	yes	single-token	1	3702	yes	single-token	1	15273	yes	single-token	2	127,117	yes	byte-ish	2	128000,15273	yes	byte-ish	1	22610	yes	single-token
250	U+00FA	ú	2	1	1042	yes	single-token	1	1042	yes	single-token	1	6792	yes	single-token	1	21356	yes	single-token	2	128000,6792	yes	byte-ish	1	8286	yes	single-token
251	U+00FB	û	2	1	8596	yes	single-token	1	8596	yes	single-token	1	30872	yes	single-token	1	42324	yes	single-token	2	128000,30872	yes	byte-ish	1	19357	yes	single-token
252	U+00FC	ü	2	1	572	yes	single-token	1	572	yes	single-token	1	2448	yes	single-token	1	9116	yes	single-token	2	128000,2448	yes	byte-ish	1	3192	yes	single-token
253	U+00FD	ý	2	1	1840	yes	single-token	1	1840	yes	single-token	1	20195	yes	single-token	2	127,121	yes	byte-ish	2	128000,20195	yes	byte-ish	1	30398	yes	single-token
254	U+00FE	þ	2	1	1861	yes	single-token	1	1861	yes	single-token	2	127,122	yes	byte-ish	2	127,122	yes	byte-ish	2	128000,117457	yes	byte-ish	1	53127	yes	single-token
255	U+00FF	ÿ	2	1	189960	yes	single-token	1	189960	yes	single-token	2	127,123	yes	byte-ish	2	127,123	yes	byte-ish	3	128000,127,123	yes	fragmented	2	132,128	yes	byte-ish
256	U+0100	Ā	2	1	121440	yes	single-token	1	121440	yes	single-token	2	128,222	yes	byte-ish	2	128,222	yes	byte-ish	3	128000,128,222	yes	fragmented	2	133,227	yes	byte-ish
257	U+0101	ā	2	1	2485	yes	single-token	1	2485	yes	single-token	1	31757	yes	single-token	1	10235	yes	single-token	2	128000,31757	yes	byte-ish	1	19402	yes	single-token
258	U+0102	Ă	2	1	36651	yes	single-token	1	36651	yes	single-token	2	128,224	yes	byte-ish	2	128,224	yes	byte-ish	2	128000,115898	yes	byte-ish	2	133,229	yes	byte-ish
259	U+0103	ă	2	1	1063	yes	single-token	1	1063	yes	single-token	1	6845	yes	single-token	2	128,225	yes	byte-ish	2	128000,6845	yes	byte-ish	1	14733	yes	single-token
260	U+0104	Ą	2	1	101211	yes	single-token	1	101211	yes	single-token	2	128,226	yes	byte-ish	2	128,226	yes	byte-ish	3	128000,128,226	yes	fragmented	2	133,231	yes	byte-ish
261	U+0105	ą	2	1	1624	yes	single-token	1	1624	yes	single-token	1	5985	yes	single-token	2	128,227	yes	byte-ish	2	128000,5985	yes	byte-ish	1	22826	yes	single-token
262	U+0106	Ć	2	1	34115	yes	single-token	1	34115	yes	single-token	2	128,228	yes	byte-ish	2	128,228	yes	byte-ish	3	128000,128,228	yes	fragmented	2	133,233	yes	byte-ish
263	U+0107	ć	2	1	1187	yes	single-token	1	1187	yes	single-token	1	7886	yes	single-token	1	38325	yes	single-token	2	128000,7886	yes	byte-ish	1	13644	yes	single-token
264	U+0108	Ĉ	2	1	197438	yes	single-token	1	197438	yes	single-token	2	128,230	yes	byte-ish	2	128,230	yes	byte-ish	3	128000,128,230	yes	fragmented	2	133,235	yes	byte-ish
265	U+0109	ĉ	2	1	52839	yes	single-token	1	52839	yes	single-token	2	128,231	yes	byte-ish	2	128,231	yes	byte-ish	3	128000,128,231	yes	fragmented	2	133,236	yes	byte-ish
266	U+010A	Ċ	2	2	128,232	yes	byte-ish	2	128,232	yes	byte-ish	2	128,232	yes	byte-ish	2	128,232	yes	byte-ish	3	128000,128,232	yes	fragmented	2	133,237	yes	byte-ish
267	U+010B	ċ	2	1	17955	yes	single-token	1	17955	yes	single-token	2	128,233	yes	byte-ish	2	128,233	yes	byte-ish	3	128000,128,233	yes	fragmented	2	133,238	yes	byte-ish
268	U+010C	Č	2	1	9449	yes	single-token	1	9449	yes	single-token	2	128,234	yes	byte-ish	2	128,234	yes	byte-ish	2	128000,102290	yes	byte-ish	2	133,239	yes	byte-ish
269	U+010D	č	2	1	781	yes	single-token	1	781	yes	single-token	1	13453	yes	single-token	1	46195	yes	single-token	2	128000,13453	yes	byte-ish	1	12631	yes	single-token
270	U+010E	Ď	2	2	128,236	yes	byte-ish	2	128,236	yes	byte-ish	2	128,236	yes	byte-ish	2	128,236	yes	byte-ish	3	128000,128,236	yes	fragmented	2	133,241	yes	byte-ish
271	U+010F	ď	2	1	36742	yes	single-token	1	36742	yes	single-token	2	128,237	yes	byte-ish	2	128,237	yes	byte-ish	2	128000,102093	yes	byte-ish	2	133,242	yes	byte-ish
272	U+0110	Đ	2	1	5480	yes	single-token	1	5480	yes	single-token	1	41325	yes	single-token	2	128,238	yes	byte-ish	2	128000,41325	yes	byte-ish	2	133,243	yes	byte-ish
273	U+0111	đ	2	1	1290	yes	single-token	1	1290	yes	single-token	1	52096	yes	single-token	2	128,239	yes	byte-ish	2	128000,52096	yes	byte-ish	1	62156	yes	single-token
274	U+0112	Ē	2	2	128,240	yes	byte-ish	2	128,240	yes	byte-ish	2	128,240	yes	byte-ish	2	128,240	yes	byte-ish	3	128000,128,240	yes	fragmented	2	133,245	yes	byte-ish
275	U+0113	ē	2	1	6238	yes	single-token	1	6238	yes	single-token	1	79083	yes	single-token	1	27092	yes	single-token	2	128000,79083	yes	byte-ish	2	133,246	yes	byte-ish
276	U+0114	Ĕ	2	2	128,242	yes	byte-ish	2	128,242	yes	byte-ish	2	128,242	yes	byte-ish	2	128,242	yes	byte-ish	3	128000,128,242	yes	fragmented	2	133,247	yes	byte-ish
277	U+0115	ĕ	2	2	128,243	yes	byte-ish	2	128,243	yes	byte-ish	2	128,243	yes	byte-ish	2	128,243	yes	byte-ish	3	128000,128,243	yes	fragmented	2	133,248	yes	byte-ish
278	U+0116	Ė	2	2	128,244	yes	byte-ish	2	128,244	yes	byte-ish	2	128,244	yes	byte-ish	2	128,244	yes	byte-ish	3	128000,128,244	yes	fragmented	2	133,249	yes	byte-ish
279	U+0117	ė	2	1	7387	yes	single-token	1	7387	yes	single-token	2	128,245	yes	byte-ish	2	128,245	yes	byte-ish	3	128000,128,245	yes	fragmented	2	133,250	yes	byte-ish
280	U+0118	Ę	2	1	91639	yes	single-token	1	91639	yes	single-token	2	128,246	yes	byte-ish	2	128,246	yes	byte-ish	3	128000,128,246	yes	fragmented	2	133,251	yes	byte-ish
281	U+0119	ę	2	1	1580	yes	single-token	1	1580	yes	single-token	1	5267	yes	single-token	2	128,247	yes	byte-ish	2	128000,5267	yes	byte-ish	1	24553	yes	single-token
282	U+011A	Ě	2	2	128,248	yes	byte-ish	2	128,248	yes	byte-ish	2	128,248	yes	byte-ish	2	128,248	yes	byte-ish	2	128000,108195	yes	byte-ish	2	133,253	yes	byte-ish
283	U+011B	ě	2	1	3708	yes	single-token	1	3708	yes	single-token	1	22161	yes	single-token	2	128,249	yes	byte-ish	2	128000,22161	yes	byte-ish	1	27004	yes	single-token
284	U+011C	Ĝ	2	2	128,250	yes	byte-ish	2	128,250	yes	byte-ish	2	128,250	yes	byte-ish	2	128,250	yes	byte-ish	3	128000,128,250	yes	fragmented	2	133,255	yes	byte-ish
285	U+011D	ĝ	2	1	26218	yes	single-token	1	26218	yes	single-token	2	128,251	yes	byte-ish	2	128,251	yes	byte-ish	3	128000,128,251	yes	fragmented	2	133,256	yes	byte-ish
286	U+011E	Ğ	2	1	57148	yes	single-token	1	57148	yes	single-token	2	128,252	yes	byte-ish	2	128,252	yes	byte-ish	2	128000,103531	yes	byte-ish	2	133,257	yes	byte-ish
287	U+011F	ğ	2	1	1678	yes	single-token	1	1678	yes	single-token	1	11257	yes	single-token	1	33133	yes	single-token	2	128000,11257	yes	byte-ish	1	23313	yes	single-token
288	U+0120	Ġ	2	2	128,254	yes	byte-ish	2	128,254	yes	byte-ish	2	128,254	yes	byte-ish	2	128,254	yes	byte-ish	2	128000,119741	yes	byte-ish	2	133,259	yes	byte-ish
289	U+0121	ġ	2	1	15342	yes	single-token	1	15342	yes	single-token	2	128,94	yes	byte-ish	2	128,94	yes	byte-ish	3	128000,128,94	yes	fragmented	2	133,99	yes	byte-ish
290	U+0122	Ģ	2	2	128,95	yes	byte-ish	2	128,95	yes	byte-ish	2	128,95	yes	byte-ish	2	128,95	yes	byte-ish	2	128000,125366	yes	byte-ish	2	133,100	yes	byte-ish
291	U+0123	ģ	2	1	53376	yes	single-token	1	53376	yes	single-token	2	128,96	yes	byte-ish	2	128,96	yes	byte-ish	3	128000,128,96	yes	fragmented	2	133,101	yes	byte-ish
292	U+0124	Ĥ	2	2	128,97	yes	byte-ish	2	128,97	yes	byte-ish	2	128,97	yes	byte-ish	2	128,97	yes	byte-ish	3	128000,128,97	yes	fragmented	2	133,102	yes	byte-ish
293	U+0125	ĥ	2	2	128,98	yes	byte-ish	2	128,98	yes	byte-ish	2	128,98	yes	byte-ish	2	128,98	yes	byte-ish	3	128000,128,98	yes	fragmented	2	133,103	yes	byte-ish
294	U+0126	Ħ	2	2	128,99	yes	byte-ish	2	128,99	yes	byte-ish	2	128,99	yes	byte-ish	2	128,99	yes	byte-ish	3	128000,128,99	yes	fragmented	2	133,104	yes	byte-ish
295	U+0127	ħ	2	1	5762	yes	single-token	1	5762	yes	single-token	2	128,100	yes	byte-ish	2	128,100	yes	byte-ish	3	128000,128,100	yes	fragmented	2	133,105	yes	byte-ish
296	U+0128	Ĩ	2	2	128,101	yes	byte-ish	2	128,101	yes	byte-ish	2	128,101	yes	byte-ish	2	128,101	yes	byte-ish	3	128000,128,101	yes	fragmented	2	133,106	yes	byte-ish
297	U+0129	ĩ	2	1	18459	yes	single-token	1	18459	yes	single-token	2	128,102	yes	byte-ish	2	128,102	yes	byte-ish	2	128000,100975	yes	byte-ish	2	133,107	yes	byte-ish
298	U+012A	Ī	2	2	128,103	yes	byte-ish	2	128,103	yes	byte-ish	2	128,103	yes	byte-ish	2	128,103	yes	byte-ish	3	128000,128,103	yes	fragmented	2	133,108	yes	byte-ish
299	U+012B	ī	2	1	5834	yes	single-token	1	5834	yes	single-token	1	61711	yes	single-token	1	18962	yes	single-token	2	128000,61711	yes	byte-ish	1	42888	yes	single-token
300	U+012C	Ĭ	2	2	128,105	yes	byte-ish	2	128,105	yes	byte-ish	2	128,105	yes	byte-ish	2	128,105	yes	byte-ish	3	128000,128,105	yes	fragmented	2	133,110	yes	byte-ish
301	U+012D	ĭ	2	2	128,255	yes	byte-ish	2	128,255	yes	byte-ish	2	128,255	yes	byte-ish	2	128,255	yes	byte-ish	3	128000,128,255	yes	fragmented	2	133,260	yes	byte-ish
302	U+012E	Į	2	2	128,106	yes	byte-ish	2	128,106	yes	byte-ish	2	128,106	yes	byte-ish	2	128,106	yes	byte-ish	3	128000,128,106	yes	fragmented	2	133,111	yes	byte-ish
303	U+012F	į	2	1	25928	yes	single-token	1	25928	yes	single-token	2	128,107	yes	byte-ish	2	128,107	yes	byte-ish	3	128000,128,107	yes	fragmented	2	133,112	yes	byte-ish
304	U+0130	İ	2	1	4599	yes	single-token	1	4599	yes	single-token	1	48880	yes	single-token	2	128,108	yes	byte-ish	2	128000,48880	yes	byte-ish	2	133,113	yes	byte-ish
305	U+0131	ı	2	1	612	yes	single-token	1	612	yes	single-token	1	3862	yes	single-token	1	30102	yes	single-token	2	128000,3862	yes	byte-ish	1	8539	yes	single-token
306	U+0132	Ĳ	2	2	128,110	yes	byte-ish	2	128,110	yes	byte-ish	2	128,110	yes	byte-ish	2	128,110	yes	byte-ish	3	128000,128,110	yes	fragmented	1	26630	no	roundtrip-fail
307	U+0133	ĳ	2	2	128,111	yes	byte-ish	2	128,111	yes	byte-ish	2	128,111	yes	byte-ish	2	128,111	yes	byte-ish	3	128000,128,111	yes	fragmented	1	4051	no	roundtrip-fail
308	U+0134	Ĵ	2	2	128,112	yes	byte-ish	2	128,112	yes	byte-ish	2	128,112	yes	byte-ish	2	128,112	yes	byte-ish	3	128000,128,112	yes	fragmented	2	133,117	yes	byte-ish
309	U+0135	ĵ	2	1	68955	yes	single-token	1	68955	yes	single-token	2	128,113	yes	byte-ish	2	128,113	yes	byte-ish	3	128000,128,113	yes	fragmented	2	133,118	yes	byte-ish
310	U+0136	Ķ	2	2	128,114	yes	byte-ish	2	128,114	yes	byte-ish	2	128,114	yes	byte-ish	2	128,114	yes	byte-ish	3	128000,128,114	yes	fragmented	2	133,119	yes	byte-ish
311	U+0137	ķ	2	1	55098	yes	single-token	1	55098	yes	single-token	2	128,115	yes	byte-ish	2	128,115	yes	byte-ish	3	128000,128,115	yes	fragmented	2	133,120	yes	byte-ish
312	U+0138	ĸ	2	2	128,116	yes	byte-ish	2	128,116	yes	byte-ish	2	128,116	yes	byte-ish	2	128,116	yes	byte-ish	3	128000,128,116	yes	fragmented	2	133,121	yes	byte-ish
313	U+0139	Ĺ	2	2	128,117	yes	byte-ish	2	128,117	yes	byte-ish	2	128,117	yes	byte-ish	2	128,117	yes	byte-ish	3	128000,128,117	yes	fragmented	2	133,122	yes	byte-ish
314	U+013A	ĺ	2	1	104005	yes	single-token	1	104005	yes	single-token	2	128,118	yes	byte-ish	2	128,118	yes	byte-ish	3	128000,128,118	yes	fragmented	2	133,123	yes	byte-ish
315	U+013B	Ļ	2	2	128,119	yes	byte-ish	2	128,119	yes	byte-ish	2	128,119	yes	byte-ish	2	128,119	yes	byte-ish	3	128000,128,119	yes	fragmented	2	133,124	yes	byte-ish
316	U+013C	ļ	2	1	25496	yes	single-token	1	25496	yes	single-token	2	128,120	yes	byte-ish	2	128,120	yes	byte-ish	3	128000,128,120	yes	fragmented	2	133,125	yes	byte-ish
317	U+013D	Ľ	2	2	128,121	yes	byte-ish	2	128,121	yes	byte-ish	2	128,121	yes	byte-ish	2	128,121	yes	byte-ish	3	128000,128,121	yes	fragmented	2	133,126	yes	byte-ish
318	U+013E	ľ	2	1	19239	yes	single-token	1	19239	yes	single-token	2	128,122	yes	byte-ish	2	128,122	yes	byte-ish	2	128000,125927	yes	byte-ish	2	133,127	yes	byte-ish
319	U+013F	Ŀ	2	2	128,123	yes	byte-ish	2	128,123	yes	byte-ish	2	128,123	yes	byte-ish	2	128,123	yes	byte-ish	3	128000,128,123	yes	fragmented	2	48,21821	no	roundtrip-fail
320	U+0140	ŀ	2	2	129,222	yes	byte-ish	2	129,222	yes	byte-ish	2	129,222	yes	byte-ish	2	129,222	yes	byte-ish	3	128000,129,222	yes	fragmented	2	80,21821	no	roundtrip-fail
321	U+0141	Ł	2	1	36514	yes	single-token	1	36514	yes	single-token	2	129,223	yes	byte-ish	2	129,223	yes	byte-ish	3	128000,129,223	yes	fragmented	2	134,228	yes	byte-ish
322	U+0142	ł	2	1	1318	yes	single-token	1	1318	yes	single-token	1	4697	yes	single-token	1	41615	yes	single-token	2	128000,4697	yes	byte-ish	1	16581	yes	single-token
323	U+0143	Ń	2	1	131751	yes	single-token	1	131751	yes	single-token	2	129,225	yes	byte-ish	2	129,225	yes	byte-ish	3	128000,129,225	yes	fragmented	2	134,230	yes	byte-ish
324	U+0144	ń	2	1	6316	yes	single-token	1	6316	yes	single-token	1	19699	yes	single-token	2	129,226	yes	byte-ish	2	128000,19699	yes	byte-ish	1	38752	yes	single-token
325	U+0145	Ņ	2	2	129,227	yes	byte-ish	2	129,227	yes	byte-ish	2	129,227	yes	byte-ish	2	129,227	yes	byte-ish	3	128000,129,227	yes	fragmented	2	134,232	yes	byte-ish
326	U+0146	ņ	2	1	21540	yes	single-token	1	21540	yes	single-token	2	129,228	yes	byte-ish	2	129,228	yes	byte-ish	3	128000,129,228	yes	fragmented	2	134,233	yes	byte-ish
327	U+0147	Ň	2	2	129,229	yes	byte-ish	2	129,229	yes	byte-ish	2	129,229	yes	byte-ish	2	129,229	yes	byte-ish	3	128000,129,229	yes	fragmented	2	134,234	yes	byte-ish
328	U+0148	ň	2	1	4259	yes	single-token	1	4259	yes	single-token	2	129,230	yes	byte-ish	2	129,230	yes	byte-ish	2	128000,100761	yes	byte-ish	2	134,235	yes	byte-ish
329	U+0149	ŉ	2	2	129,231	yes	byte-ish	2	129,231	yes	byte-ish	2	129,231	yes	byte-ish	2	129,231	yes	byte-ish	3	128000,129,231	yes	fragmented	3	139,125,82	no	roundtrip-fail
330	U+014A	Ŋ	2	2	129,232	yes	byte-ish	2	129,232	yes	byte-ish	2	129,232	yes	byte-ish	2	129,232	yes	byte-ish	3	128000,129,232	yes	fragmented	2	134,237	yes	byte-ish
331	U+014B	ŋ	2	1	173336	yes	single-token	1	173336	yes	single-token	2	129,233	yes	byte-ish	2	129,233	yes	byte-ish	3	128000,129,233	yes	fragmented	2	134,238	yes	byte-ish
332	U+014C	Ō	2	2	129,234	yes	byte-ish	2	129,234	yes	byte-ish	2	129,234	yes	byte-ish	2	129,234	yes	byte-ish	3	128000,129,234	yes	fragmented	2	134,239	yes	byte-ish
333	U+014D	ō	2	1	16191	yes	single-token	1	16191	yes	single-token	1	56761	yes	single-token	1	13090	yes	single-token	2	128000,56761	yes	byte-ish	1	20060	yes	single-token
334	U+014E	Ŏ	2	2	129,236	yes	byte-ish	2	129,236	yes	byte-ish	2	129,236	yes	byte-ish	2	129,236	yes	byte-ish	3	128000,129,236	yes	fragmented	2	134,241	yes	byte-ish
335	U+014F	ŏ	2	2	129,237	yes	byte-ish	2	129,237	yes	byte-ish	2	129,237	yes	byte-ish	2	129,237	yes	byte-ish	3	128000,129,237	yes	fragmented	2	134,242	yes	byte-ish
336	U+0150	Ő	2	1	70781	yes	single-token	1	70781	yes	single-token	2	129,238	yes	byte-ish	2	129,238	yes	byte-ish	3	128000,129,238	yes	fragmented	2	134,243	yes	byte-ish
337	U+0151	ő	2	1	2185	yes	single-token	1	2185	yes	single-token	1	17221	yes	single-token	2	129,239	yes	byte-ish	2	128000,17221	yes	byte-ish	1	45276	yes	single-token
338	U+0152	Œ	2	1	189136	yes	single-token	1	189136	yes	single-token	2	129,240	yes	byte-ish	2	129,240	yes	byte-ish	3	128000,129,240	yes	fragmented	1	63544	yes	single-token
339	U+0153	œ	2	1	15335	yes	single-token	1	15335	yes	single-token	1	52822	yes	single-token	2	129,241	yes	byte-ish	2	128000,52822	yes	byte-ish	1	28051	yes	single-token
340	U+0154	Ŕ	2	2	129,242	yes	byte-ish	2	129,242	yes	byte-ish	2	129,242	yes	byte-ish	2	129,242	yes	byte-ish	3	128000,129,242	yes	fragmented	2	134,247	yes	byte-ish
341	U+0155	ŕ	2	2	129,243	yes	byte-ish	2	129,243	yes	byte-ish	2	129,243	yes	byte-ish	2	129,243	yes	byte-ish	3	128000,129,243	yes	fragmented	2	134,248	yes	byte-ish
342	U+0156	Ŗ	2	2	129,244	yes	byte-ish	2	129,244	yes	byte-ish	2	129,244	yes	byte-ish	2	129,244	yes	byte-ish	3	128000,129,244	yes	fragmented	2	134,249	yes	byte-ish
343	U+0157	ŗ	2	2	129,245	yes	byte-ish	2	129,245	yes	byte-ish	2	129,245	yes	byte-ish	2	129,245	yes	byte-ish	3	128000,129,245	yes	fragmented	2	134,250	yes	byte-ish
344	U+0158	Ř	2	1	170351	yes	single-token	1	170351	yes	single-token	2	129,246	yes	byte-ish	2	129,246	yes	byte-ish	2	128000,106540	yes	byte-ish	2	134,251	yes	byte-ish
